Product Code,Store ID,Price,Is Exist
750102400307walmart,75,18.5,FALSE
750102401513walmart,75,24.5,FALSE
750102420251walmart,75,39.9,TRUE
750102422509walmart,75,39.9,TRUE
750102422510walmart,75,39.9,FALSE
750102426008walmart,75,58,TRUE
750102545621walmart,75,42.5,FALSE
750102545629walmart,75,42.5,FALSE
750102600060walmart,75,23.5,FALSE
750103041850walmart,75,35,FALSE
750103041854walmart,75,35,FALSE
750103042701walmart,75,19,FALSE
750103045542walmart,75,67,FALSE
750103231097walmart,75,45.5,TRUE
750102600538walmart,75,11.5,FALSE
750103239824walmart,75,17,TRUE
750103239857walmart,75,12.5,FALSE
750103239876walmart,75,92.5,FALSE
750103912228walmart,75,146,FALSE
750103912674walmart,75,62,FALSE
750103912730walmart,75,237,FALSE
750104000030walmart,75,85,FALSE
750104005196walmart,75,130,FALSE
750104009140walmart,75,10,FALSE
750104009702walmart,75,27.5,FALSE
750104009861walmart,75,34,TRUE
750104720062walmart,75,30,TRUE
750104720065walmart,75,19.5,FALSE
750102602654walmart,75,45,FALSE
750104999928walmart,75,294,FALSE
750105242017walmart,75,15,TRUE
750105247211walmart,75,23,FALSE
750105247341walmart,75,29,TRUE
750105533386walmart,75,22,FALSE
750105536334walmart,75,47,TRUE
750105590414walmart,75,31.5,FALSE
750105590808walmart,75,21,TRUE
750105590943walmart,75,81,FALSE
750105590954walmart,75,75,TRUE
750105591176walmart,75,85,TRUE
750105591286walmart,75,142,FALSE
750105861095walmart,75,10,FALSE
750105861530walmart,75,46,FALSE
750105861554walmart,75,17,TRUE
750105862883walmart,75,41.5,TRUE
750105863155walmart,75,55,TRUE
750105863641walmart,75,40,FALSE
750105863817walmart,75,95,TRUE
750105864326walmart,75,6.5,FALSE
750105864482walmart,75,64,TRUE
750105922482walmart,75,110,FALSE
750105922535walmart,75,170,TRUE
750105922800walmart,75,72,FALSE
750105924074walmart,75,32,TRUE
750105924387walmart,75,59,FALSE
750105927886walmart,75,45.5,FALSE
750105929728walmart,75,17,TRUE
750105929758walmart,75,18,FALSE
750105980601walmart,75,115,FALSE
750106082070walmart,75,107,FALSE
750106419274walmart,75,216,FALSE
750106419501walmart,75,224,TRUE
750106419693walmart,75,115,FALSE
750106419915walmart,75,141,TRUE
750107130013walmart,75,45,TRUE
750107130079walmart,75,68,TRUE
750107130104walmart,75,67.5,FALSE
750107130115walmart,75,33.5,TRUE
750107130117walmart,75,27,FALSE
750107130145walmart,75,39,TRUE
750107130255walmart,75,44,TRUE
750107130266walmart,75,39,TRUE
750107130473walmart,75,63.5,FALSE
750107190210walmart,75,125,FALSE
750107221408walmart,75,200,FALSE
750107383921walmart,75,22,TRUE
750107750616walmart,75,195,TRUE
750107970284walmart,75,35.5,FALSE
750108095299walmart,75,260,FALSE
750108450003walmart,75,46,TRUE
750108450566walmart,75,42,FALSE
750108801136walmart,75,71,TRUE
750108810221walmart,75,35,FALSE
750109054319walmart,75,36,FALSE
750109210517walmart,75,55,TRUE
750109681032walmart,75,28,TRUE
750109683020walmart,75,72,TRUE
750110060603walmart,75,187,TRUE
750110066200walmart,75,59,TRUE
750110152502walmart,75,37,FALSE
750110152805walmart,75,71,FALSE
750110810106walmart,75,55,TRUE
750111110506walmart,75,42,TRUE
750111110510walmart,75,70,FALSE
750111610016walmart,75,149,TRUE
750117510082walmart,75,129,FALSE
750122720008walmart,75,80,TRUE
750129350025walmart,75,216,FALSE
750129350028walmart,75,31,TRUE
750129350086walmart,75,95,TRUE
750132550025walmart,75,65,TRUE
750137281168walmart,75,48,TRUE
750137281169walmart,75,44,TRUE
750137281170walmart,75,56,FALSE
750137281256walmart,75,37,TRUE
750137281403walmart,75,20,FALSE
750141075000walmart,75,69,TRUE
7501439walmart,75,135,FALSE
750151849445walmart,75,170,FALSE
750166989729walmart,75,55,FALSE
750179160032walmart,75,27.5,FALSE
750179160040walmart,75,31,FALSE
750179160068walmart,75,75,TRUE
750194345376walmart,75,179,FALSE
750179160093walmart,75,169,TRUE
750179160094walmart,75,90,TRUE
750194347501walmart,75,105,FALSE
750179160128walmart,75,38,FALSE
750179160132walmart,75,32,FALSE
750179160159walmart,75,43,FALSE
750179160161walmart,75,25,TRUE
750179160181walmart,75,82,FALSE
750179160219walmart,75,144,TRUE
750179160225walmart,75,96,TRUE
750179160317walmart,75,20.5,FALSE
750179160407walmart,75,244,TRUE
750179160526walmart,75,44,FALSE
750179160539walmart,75,25,FALSE
750179160662walmart,75,46.5,FALSE
750179160698walmart,75,67.5,FALSE
750179160866walmart,75,136,TRUE
750179160903walmart,75,120,TRUE
750179160946walmart,75,28,TRUE
750179160987walmart,75,37,TRUE
750179161019walmart,75,179,FALSE
750179161043walmart,75,80,FALSE
750179161060walmart,75,48,FALSE
750179161075walmart,75,28,FALSE
750179161076walmart,75,28,FALSE
750179161274walmart,75,16.5,FALSE
750179161373walmart,75,65,FALSE
750179161394walmart,75,28,TRUE
750179161453walmart,75,19.5,FALSE
750179161467walmart,75,39.9,FALSE
750179161963walmart,75,54,TRUE
750179162452walmart,75,39,TRUE
750179162454walmart,75,51,TRUE
750179162460walmart,75,29.5,TRUE
750179162998walmart,75,50.5,FALSE
750179163193walmart,75,99,TRUE
750179163301walmart,75,32,TRUE
750179163344walmart,75,189,TRUE
750179163522walmart,75,54.5,FALSE
750179163804walmart,75,22,FALSE
750179163862walmart,75,18,TRUE
750179163864walmart,75,56,TRUE
750179164062walmart,75,79,TRUE
750179164282walmart,75,41.6,FALSE
750179164405walmart,75,17,TRUE
750179164511walmart,75,46,FALSE
750179164648walmart,75,13.5,FALSE
750179164996walmart,75,16,FALSE
750179165023walmart,75,26,FALSE
750179165607walmart,75,26,TRUE
750179165635walmart,75,34,TRUE
750179165786walmart,75,134,TRUE
750179165906walmart,75,103,FALSE
750179166271walmart,75,115,TRUE
750179166278walmart,75,53,TRUE
750179166302walmart,75,174,FALSE
750179166544walmart,75,65.01,TRUE
750179166765walmart,75,42.9,TRUE
750179166767walmart,75,29.9,FALSE
750179166773walmart,75,39.9,TRUE
750179166774walmart,75,39.9,FALSE
750179166775walmart,75,35.9,TRUE
750179166777walmart,75,42.9,FALSE
750179166890walmart,75,13,TRUE
750179166972walmart,75,17,FALSE
750179166987walmart,75,36,FALSE
750179166988walmart,75,41,TRUE
750179167025walmart,75,35,TRUE
750179167029walmart,75,28,FALSE
750179167031walmart,75,23.5,FALSE
750179167054walmart,75,229,FALSE
750179167098walmart,75,54,TRUE
750179167181walmart,75,35,TRUE
750179167183walmart,75,35,TRUE
750179167186walmart,75,24.5,FALSE
750179167204walmart,75,65,TRUE
750179167215walmart,75,28,FALSE
750194341449walmart,75,265,FALSE
750194341659walmart,75,329,FALSE
750194341660walmart,75,325,TRUE
750220911299walmart,75,58,FALSE
750220911300walmart,75,58,FALSE
750220911302walmart,75,58,FALSE
750220911372walmart,75,59,FALSE
750220911519walmart,75,41.5,FALSE
750221087046walmart,75,32.5,FALSE
750221116050walmart,75,106,FALSE
750221983578walmart,75,64,FALSE
750221983701walmart,75,69,FALSE
750221983791walmart,75,159,FALSE
750221983912walmart,75,81,FALSE
750221983914walmart,75,81,FALSE
841034400016walmart,75,,FALSE
750102053203walmart,75,10.5,FALSE
750222377167walmart,75,92,FALSE
750222681447walmart,75,30,FALSE
750222681450walmart,75,30,FALSE
750223225171walmart,75,26.5,TRUE
750223225172walmart,75,47,TRUE
750223486679walmart,75,48,FALSE
750223617021walmart,75,54,TRUE
750223617022walmart,75,49.9,TRUE
750223617069walmart,75,79,TRUE
750223617070walmart,75,72,FALSE
750102051313walmart,75,18,FALSE
750120970710walmart,75,,FALSE
750105590952walmart,75,19,TRUE
750109684101walmart,75,,FALSE
7027223202walmart,75,95,TRUE
750302750112walmart,75,,FALSE
750105590394walmart,75,,FALSE
750223617340walmart,75,82,FALSE
750229021030walmart,75,,FALSE
750224646004walmart,75,36.9,FALSE
20838400000walmart,75,,FALSE
750301088700walmart,75,,FALSE
750224646080walmart,75,46,TRUE
7500909walmart,75,,FALSE
7500908walmart,75,7,TRUE
750046284170walmart,75,42,TRUE
750649500896walmart,75,42,TRUE
750046284172walmart,75,110,FALSE
750110152551walmart,75,90,TRUE
74654000105walmart,75,65,FALSE
74654000110walmart,75,74,FALSE
750220911583walmart,75,,FALSE
750224913023walmart,75,56,FALSE
750225248092walmart,75,51.5,FALSE
750225248269walmart,75,51.5,FALSE
750102056741walmart,75,,FALSE
750179167199walmart,75,18.5,FALSE
750103239595walmart,75,44.5,FALSE
750105591691walmart,75,,FALSE
750105591693walmart,75,,FALSE
750102055841walmart,75,,FALSE
750225248559walmart,75,51.5,FALSE
750163930841walmart,75,55,FALSE
750163930842walmart,75,,FALSE
750163930837walmart,75,,FALSE
750105536351walmart,75,,FALSE
750163930573walmart,75,,FALSE
750225449301walmart,75,61,FALSE
750102055344walmart,75,,FALSE
750179161369walmart,75,,FALSE
750100510273walmart,75,15,TRUE
750225449305walmart,75,61,FALSE
750105591423walmart,75,,FALSE
841008601035walmart,75,,FALSE
574090040044walmart,75,85,TRUE
750302797442walmart,75,,FALSE
750101361002walmart,75,21,FALSE
750101361058walmart,75,,FALSE
2740010307walmart,75,79,FALSE
7500550walmart,75,,FALSE
871920022771walmart,75,,FALSE
841008601032walmart,75,,FALSE
871120040815walmart,75,,FALSE
841008601033walmart,75,,FALSE
750227514589walmart,75,166,FALSE
750227710011walmart,75,67,FALSE
7507481walmart,75,,FALSE
750228112270walmart,75,136,FALSE
750300001304walmart,75,43,FALSE
750224717066walmart,75,,FALSE
750300267142walmart,75,108,FALSE
750151846618walmart,75,50,FALSE
750151847601walmart,75,,FALSE
20524000000walmart,75,,FALSE
750179160114walmart,75,38,FALSE
750300474803walmart,75,,FALSE
750100220425walmart,75,,FALSE
20577900000walmart,75,,FALSE
20575600000walmart,75,,FALSE
20544800000walmart,75,,FALSE
2727111528walmart,75,,FALSE
750109210618walmart,75,,FALSE
841228900151walmart,75,,FALSE
750179160122walmart,75,,FALSE
20502900000walmart,75,,FALSE
20515700000walmart,75,,FALSE
750122720014walmart,75,,FALSE
750107750964walmart,75,125,FALSE
750300400837walmart,75,145,FALSE
750300404669walmart,75,32.9,FALSE
750104008352walmart,75,,FALSE
841228900559walmart,75,,FALSE
750179160138walmart,75,176,TRUE
1186311876walmart,75,,FALSE
750104008001walmart,75,70,TRUE
750151847634walmart,75,,FALSE
2100003856walmart,75,139,TRUE
750163250586walmart,75,,FALSE
750300498745walmart,75,112,FALSE
750300550908walmart,75,15.5,FALSE
750300550909walmart,75,14.5,FALSE
750300788857walmart,75,135,TRUE
750120970135walmart,75,,FALSE
750104009002walmart,75,32,FALSE
750105247020walmart,75,,FALSE
750103239868walmart,75,79,TRUE
750104007556walmart,75,,FALSE
81829001664walmart,75,,FALSE
750104009257walmart,75,15,FALSE
750647511556walmart,75,,FALSE
750120970569walmart,75,,FALSE
750103239820walmart,75,,FALSE
750103239807walmart,75,16,FALSE
1707710408walmart,75,,FALSE
750103239822walmart,75,16,FALSE
750104009727walmart,75,,FALSE
750104009547walmart,75,,FALSE
750104009546walmart,75,,FALSE
750644310103walmart,75,,FALSE
750103239844walmart,75,80,TRUE
750644310683walmart,75,,FALSE
750644310570walmart,75,,FALSE
750644310460walmart,75,,FALSE
750104009123walmart,75,7,FALSE
750104007544walmart,75,,FALSE
750104009392walmart,75,,FALSE
750301090340walmart,75,35.5,FALSE
750301092401walmart,75,36,TRUE
750644310427walmart,75,,FALSE
750301092403walmart,75,30.5,FALSE
750301238308walmart,75,48,TRUE
750301238311walmart,75,48,TRUE
750301238324walmart,75,48,TRUE
750301594202walmart,75,46.9,TRUE
750301594218walmart,75,26.9,FALSE
750301610773walmart,75,49,TRUE
2100001409walmart,75,,FALSE
750301955462walmart,75,54,FALSE
750301955497walmart,75,36.9,FALSE
750301972131walmart,75,34,FALSE
750301986102walmart,75,19,FALSE
750301986112walmart,75,32.5,FALSE
750302138642walmart,75,149,FALSE
750302163206walmart,75,36.9,TRUE
750302268606walmart,75,79,FALSE
750302268685walmart,75,139,FALSE
750302409504walmart,75,238,TRUE
750302425966walmart,75,225,TRUE
750302425968walmart,75,88,FALSE
750302607958walmart,75,85,FALSE
750105247006walmart,75,,FALSE
750302754015walmart,75,65,TRUE
750302754016walmart,75,52,FALSE
750179166413walmart,75,,FALSE
750303239005walmart,75,89,TRUE
750303239039walmart,75,99,TRUE
750303239040walmart,75,95,TRUE
7874237360walmart,75,,FALSE
2100064353walmart,75,,FALSE
7504279walmart,75,10.5,TRUE
750619250268walmart,75,40,TRUE
7874204836walmart,75,,FALSE
750619250821walmart,75,15.5,FALSE
750630630035walmart,75,33,TRUE
750630630718walmart,75,34,TRUE
750630630720walmart,75,24,FALSE
750630980792walmart,75,32,FALSE
76057302003walmart,75,,FALSE
750643560167walmart,75,69,TRUE
750643560175walmart,75,49.9,TRUE
750643560180walmart,75,56,FALSE
750643560184walmart,75,69,FALSE
750643560259walmart,75,69,FALSE
750643560264walmart,75,79,FALSE
750644310426walmart,75,27.5,FALSE
750647510025walmart,75,25.5,TRUE
750647510354walmart,75,150,FALSE
750647510468walmart,75,28,TRUE
750647510470walmart,75,32,TRUE
750647510511walmart,75,605,FALSE
750649500242walmart,75,170,TRUE
750649500247walmart,75,245,TRUE
750649500406walmart,75,14.5,TRUE
750649500481walmart,75,59,FALSE
750649500483walmart,75,59,FALSE
750649500484walmart,75,59,FALSE
750649500488walmart,75,59,FALSE
750649500583walmart,75,34,TRUE
750649500623walmart,75,66,TRUE
750649500624walmart,75,66,TRUE
750649500668walmart,75,52,FALSE
750649500746walmart,75,76,TRUE
750649500756walmart,75,49.9,TRUE
750649500759walmart,75,39.9,TRUE
750649500760walmart,75,39.9,TRUE
750649500810walmart,75,12,FALSE
750649500811walmart,75,12,FALSE
750649500826walmart,75,39,FALSE
750649500864walmart,75,30,FALSE
750649500909walmart,75,32,FALSE
750649501271walmart,75,350,FALSE
750649501457walmart,75,31,TRUE
75166677115walmart,75,49.9,TRUE
762221083368walmart,75,65,TRUE
762221083370walmart,75,12,FALSE
76936110025walmart,75,36.9,TRUE
750105247056walmart,75,,FALSE
7790100105walmart,75,175,TRUE
7184005081walmart,75,,FALSE
67652200100walmart,75,,FALSE
7874207404walmart,75,41,TRUE
78811552411walmart,75,20,FALSE
789103502436walmart,75,115,FALSE
79663158106walmart,75,56,FALSE
800032001008walmart,75,52,TRUE
750301690200walmart,75,,FALSE
80453141750walmart,75,47,FALSE
80880688593walmart,75,174,TRUE
841001027909walmart,75,68,FALSE
841001070110walmart,75,29,TRUE
841001070706walmart,75,52,TRUE
841001073577walmart,75,50,FALSE
841031314162walmart,75,65,TRUE
7874219491walmart,75,,FALSE
841034446307walmart,75,39,FALSE
841034480201walmart,75,85,TRUE
841066007460walmart,75,115,FALSE
841066702017walmart,75,47,TRUE
841066702081walmart,75,109,FALSE
841114520241walmart,75,15,TRUE
841114520254walmart,75,15,TRUE
841114520256walmart,75,15,TRUE
750302065702walmart,75,,FALSE
750104720417walmart,75,,FALSE
1300000124walmart,75,19.5,FALSE
1952110010walmart,75,241,TRUE
1952155000walmart,75,197,TRUE
20084200000walmart,75,32,FALSE
20100000000walmart,75,102,TRUE
20100500000walmart,75,69,TRUE
20100600000walmart,75,134,TRUE
20100800000walmart,75,164,FALSE
20101000000walmart,75,136,TRUE
20103000000walmart,75,79,FALSE
20104100000walmart,75,177,FALSE
20106800000walmart,75,190,TRUE
20107300000walmart,75,194,TRUE
20107900000walmart,75,126,TRUE
20108200000walmart,75,184,FALSE
20109500000walmart,75,172,FALSE
20110200000walmart,75,189,FALSE
20121800000walmart,75,519,FALSE
20121900000walmart,75,299,TRUE
20123600000walmart,75,299,TRUE
20132500000walmart,75,369,TRUE
20133500000walmart,75,197,FALSE
20135600000walmart,75,519,FALSE
20151600000walmart,75,124,TRUE
20151900000walmart,75,329,TRUE
20152700000walmart,75,92,TRUE
20155200000walmart,75,89,TRUE
20173500000walmart,75,86,TRUE
20182800000walmart,75,519,FALSE
20189200000walmart,75,319,FALSE
20192500000walmart,75,127,TRUE
20229400000walmart,75,345,FALSE
20274600000walmart,75,189,TRUE
20311200000walmart,75,34.9,TRUE
20381200000walmart,75,264,FALSE
20396400000walmart,75,456,FALSE
20501800000walmart,75,518,FALSE
20514800000walmart,75,428,FALSE
20520700000walmart,75,168,TRUE
20526200000walmart,75,998,FALSE
20532300000walmart,75,584,FALSE
20539400000walmart,75,400,FALSE
20564100000walmart,75,884,FALSE
20601600000walmart,75,319,FALSE
20610600000walmart,75,76,TRUE
20622200000walmart,75,389,TRUE
20633500000walmart,75,59,FALSE
20637400000walmart,75,324,FALSE
20678400000walmart,75,92,TRUE
2100005228walmart,75,58,FALSE
2211007980walmart,75,28,FALSE
750179160785walmart,75,,FALSE
3000016900walmart,75,85,FALSE
6414403033walmart,75,,FALSE
3120walmart,75,15.8,TRUE
3125walmart,75,15.6,TRUE
315956059500walmart,75,309,FALSE
3172walmart,75,24.95,TRUE
322802291002walmart,75,109,TRUE
3286walmart,75,24.67,TRUE
329711001413walmart,75,715,FALSE
3333walmart,75,36,FALSE
3402walmart,75,19.95,FALSE
6414403135walmart,75,,FALSE
3438walmart,75,49.9,TRUE
3507walmart,75,11.8,TRUE
3760024193walmart,75,79,FALSE
400210324835walmart,75,92,TRUE
841370009126walmart,75,99,TRUE
8500002042walmart,75,379,FALSE
871920045005walmart,75,32,TRUE
871920045039walmart,75,35,TRUE
871920045043walmart,75,125,TRUE
871920045046walmart,75,65,TRUE
871920045057walmart,75,65,TRUE
871920045063walmart,75,128,TRUE
88439260334walmart,75,1699,FALSE
750104720341walmart,75,,FALSE
750221983350walmart,75,,FALSE
750223617333walmart,75,,FALSE
750223617332walmart,75,,FALSE
750104720236walmart,75,,FALSE
750137281400walmart,75,,FALSE
750107130267walmart,75,,FALSE
750179162997walmart,75,,FALSE
773012438451walmart,75,,FALSE
750179163019walmart,75,,FALSE
750101280183walmart,75,,FALSE
750301775451walmart,75,,FALSE
750195296640walmart,75,43,TRUE
750179167027walmart,75,17,TRUE
750100653253walmart,75,,FALSE
750101280044walmart,75,,FALSE
750046322242walmart,75,,FALSE
750105247643walmart,75,,FALSE
762220112720walmart,75,,FALSE
73525700501walmart,75,,FALSE
750137281335walmart,75,,FALSE
750179161986walmart,75,,FALSE
750179162455walmart,75,,FALSE
750104720215walmart,75,,FALSE
750101704223walmart,75,,FALSE
750179161854walmart,75,,FALSE
750101700353walmart,75,,FALSE
842202810100walmart,75,,FALSE
750100061476walmart,75,,FALSE
750103043015walmart,75,,FALSE
85069700319walmart,75,,FALSE
2089900109walmart,75,,FALSE
750100873341walmart,75,,FALSE
750303467216walmart,75,,FALSE
750179165298walmart,75,,FALSE
85069700317walmart,75,,FALSE
750047803208walmart,75,,FALSE
750100062764walmart,75,17.5,TRUE
3800022279walmart,75,,FALSE
750108894055walmart,75,,FALSE
750179163779walmart,75,,FALSE
802127407001walmart,75,,FALSE
750227710122walmart,75,,FALSE
750102400506walmart,75,,FALSE
7874202022walmart,75,,FALSE
750647511265walmart,75,,FALSE
750108894060walmart,75,,FALSE
750179161991walmart,75,,FALSE
750649500283walmart,75,,FALSE
4274323052walmart,75,26,TRUE
750100330339walmart,75,,FALSE
60887500118walmart,75,,FALSE
871052272478walmart,75,,FALSE
750105591160walmart,75,,FALSE
750100331414walmart,75,,FALSE
78162400665walmart,75,,FALSE
750101831216walmart,75,,FALSE
841006901845walmart,75,,FALSE
800469034219walmart,75,,FALSE
750649500363walmart,75,,FALSE
3384460670walmart,75,,FALSE
750101705053walmart,75,21.5,TRUE
73525700381walmart,75,,FALSE
750649500360walmart,75,,FALSE
750100330188walmart,75,,FALSE
3458709046walmart,75,23.5,TRUE
750301863916walmart,75,,FALSE
750179160166walmart,75,,FALSE
750101040946walmart,75,,FALSE
3458709158walmart,75,,FALSE
3458709160walmart,75,,FALSE
76057309371walmart,75,,FALSE
750303041212walmart,75,,FALSE
750179160131walmart,75,,FALSE
750186190175walmart,75,,FALSE
750100331367walmart,75,,FALSE
76057302027walmart,75,,FALSE
750221955342walmart,75,69,TRUE
750104141727walmart,75,,FALSE
63681704425walmart,75,,FALSE
63681716425walmart,75,,FALSE
7874202762walmart,75,50,TRUE
750100310748walmart,75,,FALSE
750100658404walmart,75,,FALSE
750179160236walmart,75,,FALSE
841006901874walmart,75,,FALSE
841006901870walmart,75,,FALSE
841006901873walmart,75,,FALSE
750100652397walmart,75,31,TRUE
750100652395walmart,75,31,TRUE
750100658696walmart,75,,FALSE
3620000550walmart,75,,FALSE
807680951332walmart,75,,FALSE
1121000725walmart,75,52,TRUE
750101130641walmart,75,,FALSE
750101280425walmart,75,,FALSE
750301655508walmart,75,23,TRUE
63314810162walmart,75,,FALSE
750046327126walmart,75,,FALSE
78634200004walmart,75,,FALSE
750101280322walmart,75,,FALSE
750301721462walmart,75,,FALSE
71141000459walmart,75,,FALSE
4139000098walmart,75,,FALSE
4139001110walmart,75,,FALSE
7874213187walmart,75,50,TRUE
4178900191walmart,75,,FALSE
7618600001walmart,75,,FALSE
7618600002walmart,75,,FALSE
750225449206walmart,75,,FALSE
750302430040walmart,75,,FALSE
2100001407walmart,75,,FALSE
7874204837walmart,75,,FALSE
70166200804walmart,75,,FALSE
7184009112walmart,75,,FALSE
750101700583walmart,75,,FALSE
750106045924walmart,75,,FALSE
750106045932walmart,75,,FALSE
750106044556walmart,75,,FALSE
750105863483walmart,75,295,TRUE
750105865547walmart,75,,FALSE
750647510553walmart,75,236,TRUE
750647510512walmart,75,576,TRUE
693409140590walmart,75,,FALSE
762221068836walmart,75,,FALSE
750106412026walmart,75,,FALSE
750302441623walmart,75,,FALSE
750300930234walmart,75,,FALSE
750302446017walmart,75,,FALSE
750101310343walmart,75,,FALSE
7874215788walmart,75,,FALSE
750223617358walmart,75,,FALSE
750223617357walmart,75,,FALSE
789991691464walmart,75,,FALSE
750105538317walmart,75,,FALSE
750100510908walmart,75,,FALSE
61300876522walmart,75,,FALSE
84241910088walmart,75,36.9,TRUE
750225248428walmart,75,,FALSE
750225248125walmart,75,,FALSE
65024003539walmart,75,,FALSE
750108805007walmart,75,,FALSE
